t,phi1,phi2,phi3,phi4,phi5,phi6,w1,w2,w3,v1,v2,v3,vd_w1,vd_w2,vd_w3,vd_v1,vd_v2,vd_v3,upri1,upri2,upri3,upri4,upri5,upri6,upri7,ufin1,ufin2,ufin3,ufin4,ufin5,ufin6,ufin7
187.066399,-0.103496,0.096115,1.127291,-0.061514,0.038037,-0.009146,0.120628,-0.241331,-1.678690,-0.610997,0.393717,-0.083652,0.000000,0.000000,0.000000,0.047589,-0.143090,0.020000,4.082046,0.363587,13.470874,8.569504,-0.634335,1.926061,4.164911,4.082046,0.364587,13.470874,8.569504,-0.635335,1.925061,4.164911
187.148383,-0.103605,0.096352,1.128960,-0.061518,0.038055,-0.009203,0.165966,-0.241214,-1.663816,-0.610147,0.382834,-0.088197,0.000000,0.000000,0.000000,0.047858,-0.143000,0.020000,1.376010,-0.829985,3.333960,7.466333,0.257538,0.081723,4.156642,1.375010,-0.828985,3.332960,7.466333,0.256538,0.082723,4.156642
187.241922,-0.103735,0.096587,1.130645,-0.061514,0.038076,-0.009263,0.180505,-0.228850,-1.680210,-0.618341,0.378761,-0.087340,0.000000,0.000000,0.000000,0.048128,-0.142910,0.020000,5.157766,-10.261983,-2.899419,-0.573498,-0.365165,-1.004339,4.157536,5.157766,-10.261983,-2.898419,-0.572498,-0.366165,-1.003339,4.157536
187.320083,-0.103871,0.096794,1.132314,-0.061518,0.038098,-0.009325,0.171907,-0.203073,-1.665871,-0.608807,0.377361,-0.086332,0.000000,0.000000,0.000000,0.048397,-0.142819,0.020000,2.737555,-6.566202,-3.134933,3.846055,0.510733,-0.361171,4.210679,2.737555,-6.566202,-3.134933,3.846055,0.510733,-0.360171,4.210679
187.409778,-0.104004,0.097010,1.133996,-0.061519,0.038110,-0.009381,0.174053,-0.212466,-1.679319,-0.612752,0.387946,-0.092555,0.000000,0.000000,0.000000,0.048666,-0.142728,0.020000,8.456132,-13.709872,-0.185507,-7.050965,-1.451476,-1.031860,4.095405,8.456132,-13.709872,-0.184507,-7.050965,-1.451476,-1.031860,4.095405
187.502387,-0.104136,0.097217,1.135659,-0.061530,0.038117,-0.009431,0.168980,-0.204246,-1.659739,-0.601492,0.394129,-0.098235,0.000000,0.000000,0.000000,0.048935,-0.142636,0.020000,1.298555,-0.235579,4.092414,6.916757,0.309766,0.022224,4.246890,1.297555,-0.234579,4.091414,6.916160,0.308766,0.021224,4.245890
187.584387,-0.104277,0.097416,1.137335,-0.061537,0.038120,-0.009483,0.172258,-0.194569,-1.673269,-0.606203,0.396872,-0.097680,0.000000,0.000000,0.000000,0.049204,-0.142543,0.020000,-6.712909,-3.784499,-25.985530,5.638767,2.654222,-0.422875,4.215405,-6.712909,-3.783499,-25.985530,5.638767,2.653222,-0.421875,4.214405
187.664354,-0.104377,0.097610,1.139013,-0.061548,0.038122,-0.009534,0.136534,-0.210886,-1.672801,-0.602452,0.398603,-0.096287,0.000000,0.000000,0.000000,0.049473,-0.142450,0.020000,9.039376,-14.176457,0.212063,-7.336210,-1.564550,-0.751369,4.204869,9.039376,-14.176457,0.213063,-7.335210,-1.563550,-0.750369,4.203869
187.749251,-0.104473,0.097809,1.140702,-0.061559,0.038116,-0.009578,0.135345,-0.218396,-1.683744,-0.602840,0.405603,-0.102628,0.000000,0.000000,0.000000,0.049741,-0.142357,0.020000,-8.625970,5.583962,-13.703467,15.743443,2.406104,0.122895,4.190283,-8.625970,5.583962,-13.703467,15.743443,2.406104,0.123895,4.190283
187.837676,-0.104527,0.098037,1.142396,-0.061571,0.038113,-0.009616,0.117358,-0.262057,-1.685475,-0.602024,0.403318,-0.105483,0.000000,0.000000,0.000000,0.050009,-0.142263,0.020000,7.416707,-11.722345,0.155698,-1.992860,-1.038584,-0.829325,4.302637,7.415707,-11.721345,0.154698,-1.991860,-1.037584,-0.828325,4.301637
187.923787,-0.104578,0.098227,1.144103,-0.061580,0.038105,-0.009661,0.094776,-0.234866,-1.699205,-0.605064,0.407114,-0.098951,0.000000,0.000000,0.000000,0.050277,-0.142168,0.020000,-14.918550,15.080194,-14.107989,21.963839,2.621134,1.097156,4.267116,-14.918550,15.080194,-14.107989,21.963839,2.620134,1.096156,4.266116
188.012766,-0.104593,0.098442,1.145815,-0.061590,0.038096,-0.009701,0.078085,-0.272962,-1.701777,-0.604114,0.407747,-0.102279,0.000000,0.000000,0.000000,0.050545,-0.142073,0.020000,9.119919,-14.006270,0.724231,-1.554764,-1.447631,-0.692827,4.261261,9.119919,-14.006270,0.723231,-1.553764,-1.446631,-0.691827,4.261261
188.101067,-0.104604,0.098634,1.147542,-0.061599,0.038082,-0.009743,0.063694,-0.258074,-1.716180,-0.605850,0.412791,-0.099958,0.000000,0.000000,0.000000,0.050813,-0.141978,0.020000,1.669003,-3.966723,-1.782456,7.313804,0.167322,0.189979,4.257715,1.668003,-3.965723,-1.783456,7.312804,0.166322,0.190979,4.256715
188.189128,-0.104613,0.098830,1.149260,-0.061611,0.038068,-0.009781,0.064732,-0.261525,-1.707630,-0.603009,0.413519,-0.103217,0.000000,0.000000,0.000000,0.051080,-0.141881,0.020000,7.457103,-11.530370,0.449428,1.069087,-1.006359,-0.342009,4.252837,7.457103,-11.530370,0.449428,1.069087,-1.006359,-0.342009,4.252837
188.292681,-0.104651,0.099002,1.150977,-0.061623,0.038051,-0.009822,0.074587,-0.227552,-1.708668,-0.602201,0.416086,-0.103400,0.000000,0.000000,0.000000,0.051348,-0.141785,0.020000,18.985731,-29.925747,-2.218755,-15.996195,-5.346641,-1.642450,4.227524,18.985731,-29.925747,-2.217755,-15.996195,-5.345641,-1.641450,4.226524
188.388924,-0.104716,0.099119,1.152658,-0.061648,0.038033,-0.009867,0.069364,-0.168056,-1.676658,-0.586862,0.419863,-0.102573,0.000000,0.000000,0.000000,0.051615,-0.141688,0.020000,12.693451,-19.117264,0.506929,-6.731022,-2.168332,-0.565871,4.242603,12.693451,-19.117264,0.505929,-6.731022,-2.167332,-0.564871,4.241603
188.480195,-0.104844,0.099224,1.154321,-0.061678,0.038011,-0.009910,0.112011,-0.124643,-1.662678,-0.581538,0.423735,-0.109497,0.000000,0.000000,0.000000,0.051882,-0.141590,0.020000,-17.661768,17.655750,-16.181462,24.235979,3.285557,1.543057,4.243888,-17.661768,17.655750,-16.181462,24.235979,3.284557,1.542057,4.242888
188.565263,-0.104995,0.099342,1.155958,-0.061713,0.037997,-0.009950,0.139284,-0.121824,-1.637245,-0.574394,0.416258,-0.113261,0.000000,0.000000,0.000000,0.052149,-0.141492,0.020000,7.895303,-11.807701,0.366041,-3.331398,-0.673996,-0.398320,4.283418,7.895303,-11.807701,0.365041,-3.330398,-0.672996,-0.397320,4.283418
188.641919,-0.105170,0.099435,1.157596,-0.061745,0.037984,-0.009999,0.144478,-0.090161,-1.641296,-0.577362,0.415708,-0.107543,0.000000,0.000000,0.000000,0.052415,-0.141394,0.020000,-10.494953,9.481216,-10.909927,18.064936,3.068640,0.990116,4.224207,-10.493953,9.480216,-10.908927,18.064936,3.067640,0.991116,4.223207
188.734099,-0.105328,0.099545,1.159224,-0.061780,0.037979,-0.010048,0.140374,-0.111044,-1.628888,-0.574790,0.408668,-0.105277,0.000000,0.000000,0.000000,0.052682,-0.141295,0.020000,16.623996,-24.215428,0.375833,-16.708411,-3.780315,-1.144910,4.217580,16.623996,-24.215428,0.376833,-16.708411,-3.779315,-1.143910,4.216580
188.847015,-0.105506,0.099662,1.160850,-0.061813,0.037972,-0.010095,0.159653,-0.106130,-1.629460,-0.575197,0.410500,-0.109121,0.000000,0.000000,0.000000,0.052948,-0.141195,0.020000,-23.063066,21.162239,-23.916119,30.655311,4.774761,1.245844,4.266906,-23.063066,21.162239,-23.916119,30.655311,4.773761,1.244844,4.265906
188.944351,-0.105669,0.099813,1.162469,-0.061848,0.037973,-0.010139,0.166042,-0.140425,-1.619754,-0.573995,0.403354,-0.110813,0.000000,0.000000,0.000000,0.053214,-0.141095,0.020000,8.067660,-11.930479,0.050369,-4.298481,-0.561254,-0.631831,4.287300,8.066660,-11.930479,0.049369,-4.297481,-0.560254,-0.630831,4.286300
189.033542,-0.105848,0.099940,1.164093,-0.061882,0.037974,-0.010190,0.166191,-0.113121,-1.626148,-0.574518,0.402550,-0.104600,0.000000,0.000000,0.000000,0.053480,-0.140995,0.020000,3.016620,-6.196328,-2.998586,2.337312,0.901623,-0.166472,4.204271,3.016620,-6.196328,-2.998586,2.337312,0.900623,-0.165472,4.204271
189.129895,-0.106014,0.100074,1.165707,-0.061916,0.037974,-0.010241,0.159469,-0.125414,-1.615043,-0.574367,0.404068,-0.104678,0.000000,0.000000,0.000000,0.053746,-0.140893,0.020000,-0.168122,3.069374,6.798355,11.805154,0.797946,-0.121029,4.198690,-0.169122,3.068374,6.797355,11.805154,0.796946,-0.120029,4.197690
189.219168,-0.106164,0.100219,1.167341,-0.061945,0.037972,-0.010290,0.152220,-0.143823,-1.634233,-0.580789,0.405588,-0.104487,0.000000,0.000000,0.000000,0.054011,-0.140792,0.020000,8.601214,-13.580422,-2.465035,-8.287445,-0.925429,-0.245824,4.208537,8.601214,-13.580422,-2.465035,-8.287445,-0.925429,-0.245824,4.208537
189.299524,-0.106313,0.100369,1.168961,-0.061978,0.037970,-0.010338,0.154115,-0.147241,-1.619059,-0.574902,0.406016,-0.106622,0.000000,0.000000,0.000000,0.054276,-0.140690,0.020000,1.664437,-0.600749,4.341863,6.154639,0.184821,0.210739,4.245365,1.664437,-0.600749,4.341863,6.154639,0.183821,0.211739,4.245365
189.380736,-0.106468,0.100520,1.170592,-0.062006,0.037969,-0.010388,0.158946,-0.145372,-1.631767,-0.580770,0.404994,-0.104441,0.000000,0.000000,0.000000,0.054542,-0.140587,0.020000,6.716135,-3.859346,12.221198,1.706627,-1.386222,0.227979,4.223632,6.716135,-3.859346,12.221198,1.707627,-1.385222,0.228979,4.223632
189.466316,-0.106647,0.100650,1.172200,-0.062039,0.037974,-0.010443,0.167791,-0.114703,-1.610506,-0.574095,0.399807,-0.101800,0.000000,0.000000,0.000000,0.054806,-0.140484,0.020000,1.061897,2.449258,9.089195,8.908713,0.970392,1.489784,4.203655,1.060897,2.448258,9.089195,8.908713,0.969392,1.488784,4.202656
189.551401,-0.106851,0.100818,1.173823,-0.062065,0.037980,-0.010492,0.207216,-0.132574,-1.625906,-0.582559,0.397091,-0.108630,0.000000,0.000000,0.000000,0.055071,-0.140381,0.020000,16.129498,-22.779756,-0.835997,-15.708357,-2.971135,-0.648597,4.148203,16.128498,-22.778756,-0.834997,-15.707357,-2.970135,-0.647597,4.147203
189.648995,-0.107080,0.100984,1.175425,-0.062095,0.037992,-0.010540,0.225229,-0.116517,-1.606286,-0.576438,0.392957,-0.110529,0.000000,0.000000,0.000000,0.055336,-0.140277,0.020000,7.521496,-11.936927,-2.721882,-5.652958,0.021173,-0.745967,4.267690,7.520495,-11.935928,-2.720882,-5.651958,0.020173,-0.744967,4.266690
189.742575,-0.107311,0.101129,1.177036,-0.062123,0.037997,-0.010593,0.216153,-0.100429,-1.615493,-0.579124,0.398997,-0.107151,0.000000,0.000000,0.000000,0.055600,-0.140172,0.020000,-12.426233,7.701093,-18.669314,21.654228,3.971841,-1.532022,4.295126,-12.426233,7.700093,-18.669314,21.654228,3.970841,-1.531022,4.294126
189.834769,-0.107494,0.101254,1.178644,-0.062158,0.037995,-0.010646,0.168580,-0.108780,-1.611578,-0.572241,0.406906,-0.105300,0.000000,0.000000,0.000000,0.055864,-0.140067,0.020000,4.198546,-0.120033,12.841805,5.929589,0.194945,1.723451,4.256919,4.198546,-0.119033,12.841805,5.929589,0.193945,1.723451,4.256919
189.963856,-0.107678,0.101387,1.180264,-0.062192,0.037987,-0.010693,0.172919,-0.115430,-1.622079,-0.573338,0.411771,-0.111340,0.000000,0.000000,0.000000,0.056128,-0.139961,0.020000,-18.635490,10.140975,-31.689116,21.241844,3.297421,-2.718711,4.264315,-18.635490,10.140975,-31.689116,21.241844,3.296421,-2.717711,4.263315
190.057381,-0.107810,0.101512,1.181887,-0.062232,0.037976,-0.010735,0.128142,-0.136923,-1.622269,-0.566689,0.415945,-0.113477,0.000000,0.000000,0.000000,0.056392,-0.139855,0.020000,8.538293,-11.915453,-0.234003,-5.228293,-0.865594,-0.235132,4.312826,8.538293,-11.915453,-0.233003,-5.228293,-0.864594,-0.234132,4.312826
190.150633,-0.107939,0.101610,1.183524,-0.062272,0.037963,-0.010782,0.110777,-0.118304,-1.637029,-0.567905,0.416850,-0.107873,0.000000,0.000000,0.000000,0.056655,-0.139749,0.020000,2.944958,-5.103416,-1.501341,4.717385,0.869390,0.336097,4.265089,2.943958,-5.102416,-1.502341,4.716385,0.868390,0.337097,4.264089
190.245144,-0.108050,0.101724,1.185160,-0.062310,0.037949,-0.010827,0.104933,-0.139792,-1.634103,-0.569613,0.418565,-0.110133,0.000000,0.000000,0.000000,0.056919,-0.139642,0.020000,6.326085,-9.135969,-0.786117,-0.162747,-1.862750,0.045623,4.236306,6.325085,-9.135969,-0.787117,-0.161747,-1.861750,0.046623,4.235306
190.343304,-0.108167,0.101840,1.186804,-0.062345,0.037932,-0.010870,0.111225,-0.138626,-1.642650,-0.572394,0.421191,-0.111307,0.000000,0.000000,0.000000,0.057182,-0.139534,0.020000,10.245864,-14.006358,-0.269708,-6.922988,-1.973898,-0.243094,4.252315,10.244864,-14.005358,-0.268708,-6.921988,-1.972898,-0.242094,4.251315
190.435692,-0.108315,0.101948,1.188423,-0.062387,0.037914,-0.010912,0.131324,-0.114409,-1.620410,-0.564182,0.422534,-0.115277,0.000000,0.000000,0.000000,0.057445,-0.139426,0.020000,6.231023,-8.697720,-0.295715,-1.657519,-0.057217,0.027301,4.263567,6.231023,-8.697720,-0.296715,-1.656519,-0.058217,0.028301,4.263567
190.515131,-0.108478,0.102060,1.190052,-0.062423,0.037893,-0.010956,0.145310,-0.111370,-1.630103,-0.570020,0.425504,-0.114290,0.000000,0.000000,0.000000,0.057707,-0.139318,0.020000,8.465437,-0.903625,23.502225,3.565645,-1.384771,3.391668,4.270987,8.465437,-0.903625,23.502225,3.565645,-1.384771,3.391668,4.270987
190.607803,-0.108686,0.102189,1.191653,-0.062463,0.037881,-0.010999,0.189176,-0.097855,-1.605985,-0.565459,0.417316,-0.117855,0.000000,0.000000,0.000000,0.057970,-0.139209,0.020000,0.468329,2.064362,6.641590,6.783249,1.138715,1.133827,4.243384,0.467329,2.064362,6.641590,6.783249,1.137715,1.132827,4.243384
190.693749,-0.108921,0.102329,1.193266,-0.062494,0.037875,-0.011045,0.217108,-0.093981,-1.618816,-0.574449,0.409603,-0.115874,0.000000,0.000000,0.000000,0.058232,-0.139099,0.020000,-8.795048,2.977927,-18.101827,13.744709,3.187051,-1.893864,4.311197,-8.795048,2.976927,-18.101827,13.744709,3.186051,-1.892864,4.311197
190.791215,-0.109132,0.102465,1.194877,-0.062528,0.037875,-0.011094,0.195177,-0.102581,-1.614350,-0.571903,0.404792,-0.112156,0.000000,0.000000,0.000000,0.058494,-0.138989,0.020000,12.503013,-17.309771,-2.134910,-11.943585,-1.356315,-0.436457,4.261733,12.503013,-17.309771,-2.133910,-11.943585,-1.355315,-0.435457,4.260733
190.880227,-0.109344,0.102606,1.196494,-0.062561,0.037871,-0.011139,0.198503,-0.106907,-1.621089,-0.572400,0.408696,-0.116373,0.000000,0.000000,0.000000,0.058756,-0.138879,0.020000,0.440939,-4.450980,-8.029046,3.430666,1.712352,-0.217032,4.211552,0.440939,-4.450980,-8.029046,3.430666,1.712352,-0.216032,4.211552
190.970328,-0.109518,0.102767,1.198110,-0.062597,0.037867,-0.011179,0.180464,-0.142542,-1.617195,-0.569101,0.408346,-0.118903,0.000000,0.000000,0.000000,0.059018,-0.138768,0.020000,8.905134,-12.311115,-1.448318,-6.386243,-0.516045,-0.555042,4.340688,8.904134,-12.311115,-1.447318,-6.385243,-0.515045,-0.554042,4.339688
191.058481,-0.109687,0.102914,1.199735,-0.062637,0.037861,-0.011222,0.168643,-0.134739,-1.626487,-0.566197,0.410661,-0.115642,0.000000,0.000000,0.000000,0.059279,-0.138656,0.020000,5.930459,-10.859194,-7.014380,-5.483245,0.574747,-0.058842,4.287141,5.930459,-10.859194,-7.014380,-5.483245,0.573747,-0.057842,4.287141
191.136970,-0.109843,0.103075,1.201353,-0.062672,0.037848,-0.011263,0.165288,-0.151293,-1.617410,-0.570326,0.418079,-0.116670,0.000000,0.000000,0.000000,0.059540,-0.138544,0.020000,-0.875413,2.920719,4.688972,8.080046,-0.244695,1.045915,4.205785,-0.876413,2.919719,4.687972,8.079046,-0.245695,1.044915,4.204785
191.223646,-0.110010,0.103276,1.202977,-0.062702,0.037837,-0.011298,0.196016,-0.177639,-1.623822,-0.575316,0.415443,-0.121992,0.000000,0.000000,0.000000,0.059802,-0.138432,0.020000,-0.829293,3.419411,6.086864,7.260377,1.582960,0.859884,4.292814,-0.829293,3.419411,6.086864,7.260377,1.582960,0.859884,4.292814
191.313181,-0.110169,0.103514,1.204601,-0.062731,0.037831,-0.011329,0.209009,-0.209763,-1.621610,-0.576501,0.410190,-0.125495,0.000000,0.000000,0.000000,0.060062,-0.138319,0.020000,-0.929003,3.396202,5.728861,7.135357,1.213838,0.542325,4.331394,-0.930003,3.395202,5.728861,7.135357,1.212838,0.541325,4.331394
191.400466,-0.110315,0.103756,1.206253,-0.062751,0.037827,-0.011363,0.200357,-0.222512,-1.648599,-0.587396,0.406501,-0.120519,0.000000,0.000000,0.000000,0.060323,-0.138205,0.020000,1.323305,1.536912,8.181092,7.060722,0.658903,0.687749,4.301874,1.322305,1.535912,8.180092,7.059722,0.657903,0.686749,4.300874
191.485666,-0.110460,0.104005,1.207904,-0.062771,0.037830,-0.011396,0.203158,-0.228008,-1.647693,-0.586548,0.400326,-0.122018,0.000000,0.000000,0.000000,0.060583,-0.138091,0.020000,7.466213,-10.858106,-3.032224,-4.228025,-0.147201,-1.024972,4.295618,7.466213,-10.858106,-3.032224,-4.228025,-0.147201,-1.024972,4.295618
191.577937,-0.110613,0.104223,1.209564,-0.062789,0.037831,-0.011434,0.193647,-0.200849,-1.658358,-0.588747,0.401571,-0.118163,0.000000,0.000000,0.000000,0.060844,-0.137977,0.020000,14.654698,-19.248447,-1.840166,-9.635899,-3.029375,-1.544908,4.308390,14.654698,-19.248447,-1.840166,-9.635899,-3.029375,-1.543907,4.308390
191.673339,-0.110782,0.104384,1.211199,-0.062819,0.037827,-0.011478,0.174478,-0.146280,-1.635459,-0.575784,0.407377,-0.115949,0.000000,0.000000,0.000000,0.061104,-0.137862,0.020000,10.690003,-14.119621,-1.316768,-4.623926,-0.834206,-0.824106,4.305265,10.690003,-14.119621,-1.316768,-4.623926,-0.834206,-0.824106,4.305265
191.753949,-0.110969,0.104545,1.212832,-0.062851,0.037813,-0.011514,0.189023,-0.136033,-1.635201,-0.572880,0.418771,-0.124348,0.000000,0.000000,0.000000,0.061363,-0.137747,0.020000,8.621483,-4.919057,13.941257,-1.376854,-1.914632,0.104990,4.258557,8.621483,-4.919057,13.941257,-1.375854,-1.913632,0.105990,4.258557
191.842082,-0.111204,0.104703,1.214431,-0.062891,0.037802,-0.011548,0.225450,-0.106283,-1.603848,-0.562680,0.415922,-0.129845,0.000000,0.000000,0.000000,0.061623,-0.137631,0.020000,2.014891,0.536212,7.817362,4.876926,0.923748,0.617432,4.340407,2.013891,0.537212,7.816362,4.875926,0.922748,0.616432,4.339407
191.927671,-0.111479,0.104852,1.216030,-0.062927,0.037796,-0.011588,0.251623,-0.077923,-1.607113,-0.566937,0.411454,-0.127405,0.000000,0.000000,0.000000,0.061882,-0.137514,0.020000,-14.178245,9.715433,-16.806343,22.468208,4.416879,-1.906264,4.362178,-14.178245,9.715433,-16.806343,22.468208,4.416879,-1.905264,4.362178
192.023870,-0.111741,0.104984,1.217617,-0.062969,0.037792,-0.011629,0.232132,-0.071777,-1.595685,-0.560029,0.409572,-0.125914,0.000000,0.000000,0.000000,0.062141,-0.137397,0.020000,16.780573,-21.264636,-2.176349,-15.864591,-2.363393,-0.778330,4.282105,16.780573,-21.264636,-2.175349,-15.864591,-2.362393,-0.777330,4.281105
192.113271,-0.112013,0.105113,1.219203,-0.063014,0.037785,-0.011666,0.238806,-0.063176,-1.594674,-0.556952,0.413390,-0.130946,0.000000,0.000000,0.000000,0.062400,-0.137280,0.020000,-52.906711,42.991577,-40.695924,46.763612,7.239096,0.691803,4.570735,-52.906711,42.991577,-40.695924,46.763612,7.239096,0.692803,4.570735
192.214266,-0.112264,0.105265,1.220780,-0.063064,0.037784,-0.011699,0.234737,-0.091981,-1.582815,-0.552015,0.407640,-0.133761,0.000000,0.000000,0.000000,0.062659,-0.137162,0.020000,10.889216,-13.440323,-0.136364,-5.714805,-0.154261,-1.015951,4.376176,10.889216,-13.440323,-0.135364,-5.714805,-0.155261,-1.014951,4.376176
192.316103,-0.112507,0.105389,1.222366,-0.063116,0.037781,-0.011738,0.214181,-0.074809,-1.592859,-0.549629,0.408876,-0.128133,0.000000,0.000000,0.000000,0.062917,-0.137044,0.020000,3.015931,-4.009122,0.060726,4.988841,1.829767,-0.130755,4.319188,3.015931,-4.009122,0.059726,4.988841,1.829767,-0.130755,4.319188
192.406991,-0.112738,0.105509,1.223949,-0.063165,0.037775,-0.011776,0.202099,-0.079218,-1.589980,-0.552534,0.412592,-0.128179,0.000000,0.000000,0.000000,0.063175,-0.136925,0.020000,6.587723,-8.351604,-0.306993,0.467643,0.934490,-0.373696,4.238504,6.586723,-8.350604,-0.307993,0.468643,0.933490,-0.372696,4.237504
192.508596,-0.112945,0.105643,1.225555,-0.063209,0.037762,-0.011810,0.191074,-0.103296,-1.609703,-0.557736,0.419061,-0.130345,0.000000,0.000000,0.000000,0.063433,-0.136806,0.020000,9.017242,-11.279467,-0.787339,-4.204674,-0.053685,-0.555240,4.319726,9.017242,-11.279467,-0.787339,-4.204674,-0.054685,-0.555240,4.319726
192.601060,-0.113152,0.105780,1.227150,-0.063258,0.037745,-0.011841,0.192102,-0.104655,-1.598753,-0.552881,0.423387,-0.133589,0.000000,0.000000,0.000000,0.063691,-0.136686,0.020000,-0.117206,3.896527,10.219433,10.195087,1.011343,-0.241374,4.368852,-0.116206,3.895527,10.219433,10.195087,1.010343,-0.240374,4.367852
192.696245,-0.113346,0.105916,1.228767,-0.063299,0.037724,-0.011875,0.181603,-0.112941,-1.620652,-0.560885,0.425878,-0.130374,0.000000,0.000000,0.000000,0.063949,-0.136565,0.020000,4.074063,0.610422,14.165425,5.679358,-0.449074,-0.027502,4.343575,4.073063,0.609422,14.165425,5.678358,-0.450074,-0.026502,4.342575
192.792930,-0.113552,0.106048,1.230373,-0.063345,0.037707,-0.011907,0.189063,-0.102917,-1.610346,-0.556110,0.422627,-0.132753,0.000000,0.000000,0.000000,0.064206,-0.136445,0.020000,8.334715,-10.411299,-1.078758,-4.187824,0.081464,-0.450287,4.314901,8.334715,-10.411299,-1.077758,-4.186824,0.080464,-0.449287,4.313901
192.894753,-0.113758,0.106166,1.231992,-0.063386,0.037688,-0.011944,0.180992,-0.092669,-1.623515,-0.560334,0.423939,-0.129184,0.000000,0.000000,0.000000,0.064463,-0.136323,0.020000,29.591436,-37.940874,-12.324780,-29.238087,-8.744797,-1.188126,4.325977,29.591436,-37.940874,-12.324780,-29.238087,-8.744797,-1.187126,4.325977
192.990403,-0.113970,0.106243,1.233586,-0.063437,0.037669,-0.011985,0.164205,-0.057080,-1.599560,-0.549297,0.425952,-0.125740,0.000000,0.000000,0.000000,0.064720,-0.136202,0.020000,13.050147,-15.779897,-1.248338,-10.130232,-1.082404,-0.308931,4.318822,13.050147,-15.779897,-1.248338,-10.130232,-1.082404,-0.308931,4.318822
193.084072,-0.114207,0.106337,1.235174,-0.063488,0.037646,-0.012023,0.191783,-0.055271,-1.595995,-0.549263,0.429999,-0.131483,0.000000,0.000000,0.000000,0.064977,-0.136079,0.020000,11.701396,-3.546276,25.755541,-1.790250,-1.933395,3.847571,4.275074,11.701396,-3.546276,25.755541,-1.789250,-1.934395,3.847571,4.275074
193.173307,-0.114493,0.106446,1.236725,-0.063544,0.037634,-0.012061,0.238699,-0.037873,-1.561435,-0.542069,0.419672,-0.133967,0.000000,0.000000,0.000000,0.065233,-0.135957,0.020000,1.352745,1.996814,9.720677,5.133915,1.710758,1.256434,4.360023,1.351745,1.995814,9.719677,5.132915,1.709758,1.255434,4.359023
193.271289,-0.114821,0.106560,1.238277,-0.063592,0.037633,-0.012108,0.273900,-0.019475,-1.564872,-0.550602,0.409266,-0.127738,0.000000,0.000000,0.000000,0.065489,-0.135834,0.020000,-6.113075,1.701589,-12.648913,9.838390,3.535181,-1.696630,4.328336,-6.113075,1.700589,-12.648913,9.838390,3.534181,-1.695630,4.328336
193.363383,-0.115139,0.106675,1.239815,-0.063642,0.037638,-0.012158,0.267189,-0.024709,-1.550941,-0.546572,0.403090,-0.124651,0.000000,0.000000,0.000000,0.065745,-0.135710,0.020000,5.835192,0.276911,18.713244,4.825510,1.098083,2.332694,4.318611,5.835192,0.276917,18.713244,4.825510,1.098083,2.332694,4.318611
193.452988,-0.115448,0.106845,1.241378,-0.063684,0.037646,-0.012201,0.288873,-0.072676,-1.572840,-0.557265,0.399463,-0.129612,0.000000,0.000000,0.000000,0.066001,-0.135586,0.020000,-13.694305,3.664574,-29.323677,17.576494,5.066247,-4.318201,4.384190,-13.694305,3.663574,-29.323677,17.576494,5.065247,-4.317201,4.383190
193.551909,-0.115700,0.107050,1.242957,-0.063724,0.037655,-0.012237,0.264861,-0.131797,-1.583705,-0.559484,0.397380,-0.131797,0.000000,0.000000,0.000000,0.066256,-0.135461,0.020000,14.688462,-20.322859,-9.845269,-13.401619,-0.314990,-0.677151,4.384063,14.688462,-20.322859,-9.844269,-13.400619,-0.315990,-0.676151,4.383063
193.644129,-0.115916,0.107245,1.244560,-0.063764,0.037659,-0.012276,0.230855,-0.145434,-1.606107,-0.560219,0.401835,-0.127393,0.000000,0.000000,0.000000,0.066511,-0.135336,0.020000,8.130738,-12.582514,-8.636759,-7.538759,0.886124,-0.548020,4.350588,8.130738,-12.582514,-8.636759,-7.538759,0.886124,-0.548020,4.350588
193.733024,-0.116107,0.107439,1.246163,-0.063800,0.037653,-0.012313,0.211341,-0.157870,-1.603828,-0.564098,0.412161,-0.127858,0.000000,0.000000,0.000000,0.066766,-0.135210,0.020000,-0.515541,2.780352,6.518543,7.500750,1.482885,0.757665,4.282075,-0.516541,2.779352,6.517543,7.499750,1.481885,0.756665,4.281075
193.814108,-0.116265,0.107677,1.247793,-0.063829,0.037642,-0.012342,0.210177,-0.211589,-1.627696,-0.572532,0.415737,-0.132734,0.000000,0.000000,0.000000,0.067021,-0.135084,0.020000,-0.449242,3.365549,8.190653,6.807588,1.439377,0.796945,4.392074,-0.450242,3.364549,8.190653,6.807588,1.438377,0.795945,4.391074
193.909819,-0.116403,0.107953,1.249435,-0.063855,0.037632,-0.012364,0.214417,-0.251436,-1.636731,-0.576239,0.414277,-0.137142,0.000000,0.000000,0.000000,0.067276,-0.134958,0.020000,-0.531418,3.232570,7.580682,6.501770,1.150216,0.462332,4.419763,-0.532418,3.231570,7.579682,6.500770,1.149216,0.461332,4.418763
194.004014,-0.116531,0.108226,1.251104,-0.063873,0.037622,-0.012389,0.204976,-0.256801,-1.663399,-0.585441,0.411920,-0.133234,0.000000,0.000000,0.000000,0.067530,-0.134831,0.020000,4.345712,-2.002128,7.988189,2.655400,-0.114369,-0.215024,4.394016,4.345712,-2.001128,7.988189,2.655545,-0.115369,-0.214024,4.394016
