t,phi1,phi2,phi3,phi4,phi5,phi6,w1,w2,w3,v1,v2,v3,vd_w1,vd_w2,vd_w3,vd_v1,vd_v2,vd_v3,upri1,upri2,upri3,upri4,upri5,upri6,upri7,ufin1,ufin2,ufin3,ufin4,ufin5,ufin6,ufin7
22.267349,-0.098463,-0.176532,-0.024553,-0.017222,-0.064986,-0.011566,-0.124509,-0.228729,-0.082081,-0.346329,-0.722658,-0.389752,0.000000,0.000000,0.000000,-0.066681,0.135252,0.020000,-31.466129,14.792336,-27.448276,-3.518364,0.664004,-0.517628,0.042132,-31.466129,14.792336,-27.448276,-3.518364,0.664004,-0.517628,0.041132
22.361342,-0.098372,-0.176285,-0.024450,-0.017203,-0.064931,-0.011270,-0.085193,-0.250306,-0.097791,-0.349738,-0.731957,-0.389620,0.000000,0.000000,0.000000,-0.066936,0.135126,0.020000,-45.079732,17.664137,-38.571643,-3.157523,0.559558,-0.491959,-0.016342,-45.079732,17.664137,-38.571643,-3.157523,0.559558,-0.491959,-0.015342
22.444502,-0.098288,-0.176028,-0.024351,-0.017187,-0.064879,-0.010978,-0.078754,-0.259960,-0.092403,-0.349213,-0.729021,-0.384696,0.000000,0.000000,0.000000,-0.067191,0.135000,0.020000,-37.558150,15.296117,-32.284442,-4.022930,0.368358,-0.541090,0.019095,-37.558150,15.296117,-32.284442,-4.022930,0.368358,-0.541090,0.019108
22.528355,-0.098229,-0.175744,-0.024232,-0.017168,-0.064815,-0.010684,-0.053421,-0.288723,-0.109693,-0.351585,-0.740198,-0.385783,0.000000,0.000000,0.000000,-0.067445,0.134873,0.020000,-29.400103,11.870433,-25.257133,-5.966194,-0.073395,-0.726274,0.083690,-29.400103,11.870433,-25.257133,-5.965194,-0.074395,-0.725274,0.082690
22.637805,-0.098155,-0.175453,-0.024139,-0.017152,-0.064761,-0.010395,-0.070352,-0.293913,-0.083900,-0.351801,-0.729784,-0.381449,0.000000,0.000000,0.000000,-0.067699,0.134746,0.020000,-31.145621,11.024235,-26.429138,-7.133738,-0.675881,-0.862137,0.060809,-31.145621,11.024235,-26.429138,-7.133738,-0.676881,-0.861137,0.059809
22.737705,-0.098092,-0.175151,-0.024030,-0.017130,-0.064701,-0.010102,-0.057962,-0.305511,-0.099102,-0.357627,-0.734737,-0.384148,0.000000,0.000000,0.000000,-0.067953,0.134618,0.020000,-27.231704,11.786562,-23.601585,-6.643784,-0.106542,-0.651477,0.070667,-27.231704,11.785562,-23.601585,-6.642784,-0.107542,-0.650477,0.069667
22.852747,-0.098031,-0.174859,-0.023944,-0.017112,-0.064647,-0.009814,-0.057353,-0.294213,-0.075960,-0.356804,-0.728135,-0.381079,0.000000,0.000000,0.000000,-0.068207,0.134489,0.020000,-27.243172,10.422681,-23.324447,-8.151972,-0.976321,-0.967649,0.073041,-27.243172,10.422681,-23.324447,-8.151972,-0.976321,-0.967649,0.072041
22.967023,-0.097981,-0.174563,-0.023851,-0.017092,-0.064589,-0.009521,-0.046663,-0.299277,-0.082631,-0.358827,-0.731652,-0.384107,0.000000,0.000000,0.000000,-0.068460,0.134361,0.020000,-25.439043,10.015703,-21.855396,-8.875841,-1.021943,-1.053176,0.086976,-25.439043,10.015703,-21.855396,-8.875841,-1.020943,-1.052176,0.085976
23.087138,-0.097915,-0.174278,-0.023787,-0.017078,-0.064544,-0.009235,-0.064791,-0.286563,-0.054983,-0.356486,-0.717346,-0.379294,0.000000,0.000000,0.000000,-0.068713,0.134231,0.020000,-24.453995,10.333901,-21.181105,-8.483452,-0.774566,-0.987203,0.049230,-24.453995,10.332901,-21.181105,-8.482452,-0.773566,-0.986203,0.048230
23.195856,-0.097878,-0.173985,-0.023711,-0.017063,-0.064497,-0.008948,-0.034575,-0.295792,-0.064833,-0.357415,-0.719676,-0.378350,0.000000,0.000000,0.000000,-0.068966,0.134102,0.020000,-27.018415,10.618517,-23.242925,-8.762061,-1.063150,-1.051748,0.056308,-27.018415,10.618517,-23.242925,-8.762061,-1.062150,-1.050748,0.055308
23.314856,-0.097837,-0.173696,-0.023652,-0.017054,-0.064458,-0.008670,-0.040343,-0.289943,-0.047284,-0.353214,-0.709612,-0.369583,0.000000,0.000000,0.000000,-0.069219,0.133971,0.020000,-24.333777,9.679040,-20.970471,-8.240803,-0.842467,-0.991268,0.036994,-24.333777,9.679040,-20.970471,-8.240803,-0.841467,-0.990268,0.035994
23.434335,-0.097823,-0.173392,-0.023582,-0.017048,-0.064416,-0.008394,-0.013405,-0.307003,-0.056479,-0.351416,-0.713601,-0.366864,0.000000,0.000000,0.000000,-0.069471,0.133841,0.020000,-21.663352,8.016983,-18.542231,-8.633223,-0.919864,-1.050422,0.053744,-21.663352,8.016957,-18.542231,-8.633183,-0.918864,-1.049422,0.052744
23.552103,-0.097808,-0.173088,-0.023533,-0.017049,-0.064386,-0.008126,-0.015646,-0.305141,-0.035100,-0.347567,-0.700409,-0.358137,0.000000,0.000000,0.000000,-0.069723,0.133709,0.020000,-20.051552,7.570015,-17.205371,-8.018845,-0.731644,-0.950936,0.023774,-20.051552,7.570015,-17.205371,-8.018845,-0.730644,-0.949936,0.022774
23.665576,-0.097835,-0.172772,-0.023465,-0.017048,-0.064352,-0.007857,0.027579,-0.318937,-0.049703,-0.349210,-0.703479,-0.356694,0.000000,0.000000,0.000000,-0.069975,0.133578,0.020000,-20.222921,7.572679,-17.352800,-8.218117,-0.982884,-0.981817,0.042354,-20.222921,7.572679,-17.352800,-8.218117,-0.981884,-0.980817,0.041354
23.760019,-0.097868,-0.172462,-0.023415,-0.017052,-0.064330,-0.007594,0.032255,-0.311472,-0.031778,-0.346207,-0.691635,-0.350598,0.000000,0.000000,0.000000,-0.070227,0.133446,0.020000,-12.161079,7.662017,-11.133855,-7.158313,-0.082083,-0.736113,0.014331,-12.161079,7.662017,-11.133855,-7.158313,-0.083083,-0.735113,0.013331
23.853415,-0.097956,-0.172138,-0.023347,-0.017056,-0.064301,-0.007329,0.088822,-0.327414,-0.044260,-0.346891,-0.697390,-0.349050,0.000000,0.000000,0.000000,-0.070478,0.133313,0.020000,-10.710455,7.092420,-9.890657,-7.501171,-0.333039,-0.811021,0.034800,-10.710429,7.092391,-9.890630,-7.501128,-0.334039,-0.810021,0.033800
23.948046,-0.098063,-0.171821,-0.023290,-0.017065,-0.064277,-0.007070,0.106176,-0.320084,-0.031490,-0.344549,-0.692535,-0.341782,0.000000,0.000000,0.000000,-0.070730,0.133180,0.020000,-7.584042,6.287279,-7.290532,-7.121884,-0.250956,-0.808158,0.024645,-7.584042,6.287279,-7.290532,-7.121884,-0.251956,-0.808158,0.023645
24.046229,-0.098209,-0.171492,-0.023217,-0.017073,-0.064244,-0.006809,0.146822,-0.334173,-0.044804,-0.344925,-0.701379,-0.340954,0.000000,0.000000,0.000000,-0.070980,0.133046,0.020000,-6.040470,5.228986,-5.855792,-7.605155,-0.298360,-0.918641,0.046832,-6.039470,5.227986,-5.854792,-7.604155,-0.297360,-0.917641,0.045832
24.137344,-0.098362,-0.171167,-0.023162,-0.017086,-0.064218,-0.006556,0.151081,-0.328100,-0.025068,-0.342684,-0.692436,-0.333501,0.000000,0.000000,0.000000,-0.071231,0.132912,0.020000,-4.585846,5.003139,-4.677179,-7.092969,-0.093072,-0.858986,0.021081,-4.585846,5.003139,-4.677179,-7.092969,-0.094072,-0.857986,0.020081
24.224756,-0.098559,-0.170831,-0.023087,-0.017096,-0.064186,-0.006300,0.197238,-0.340909,-0.041232,-0.345527,-0.699420,-0.332356,0.000000,0.000000,0.000000,-0.071482,0.132778,0.020000,-4.473223,5.031156,-4.525594,-7.357115,4.011826,-0.900766,0.041923,-4.473223,5.031156,-4.525594,-7.357115,4.011826,-0.900766,0.040923
24.318835,-0.098794,-0.170491,-0.023024,-0.017109,-0.064155,-0.006049,0.233690,-0.344244,-0.026205,-0.344915,-0.697556,-0.325588,0.000000,0.000000,0.000000,-0.071732,0.132643,0.020000,-3.115686,4.791365,-3.526875,-6.895613,-2.058260,-0.870924,0.025056,-3.116686,4.791365,-3.525875,-6.895613,-2.057260,-0.869924,0.024056
24.406352,-0.099072,-0.170141,-0.022944,-0.017120,-0.064118,-0.005796,0.278109,-0.356679,-0.039611,-0.347583,-0.702856,-0.324119,0.000000,0.000000,0.000000,-0.071982,0.132507,0.020000,-3.293128,5.007457,-3.711872,-7.041906,-1.885662,-0.897768,0.043297,-3.294128,5.006457,-3.710872,-7.040906,-1.884662,-0.896768,0.042297
24.502181,-0.099335,-0.169804,-0.022877,-0.017132,-0.064089,-0.005552,0.262170,-0.342428,-0.026997,-0.347988,-0.694233,-0.317370,0.000000,0.000000,0.000000,-0.072231,0.132372,0.020000,-2.763029,5.449890,-3.401921,-6.436107,-1.780487,-0.800738,0.026221,-2.763029,5.449890,-3.401921,-6.436107,-1.780487,-0.799738,0.025221
24.588766,-0.099573,-0.169473,-0.022816,-0.017151,-0.064066,-0.005309,0.237063,-0.335330,-0.024802,-0.342435,-0.687349,-0.316806,0.000000,0.000000,0.000000,-0.072481,0.132235,0.020000,-2.859734,4.864129,-3.348432,-6.779462,-2.022084,-0.899949,0.023766,-2.860734,4.863129,-3.347432,-6.778462,-2.021084,-0.898949,0.022766
24.676562,-0.099785,-0.169150,-0.022758,-0.017173,-0.064048,-0.005071,0.210208,-0.327324,-0.023480,-0.340223,-0.681082,-0.314351,0.000000,0.000000,0.000000,-0.072730,0.132098,0.020000,-2.809045,4.676420,-3.374290,-6.815947,-8.019359,-0.903430,0.016642,-2.809045,4.676420,-3.374290,-6.815947,-8.019359,-0.903430,0.015642
24.770235,-0.099918,-0.168857,-0.022728,-0.017204,-0.064049,-0.004845,0.130817,-0.294666,-0.004927,-0.333674,-0.661027,-0.308123,0.000000,0.000000,0.000000,-0.072979,0.131961,0.020000,-3.226233,4.772699,-3.579164,-6.281759,0.121286,-0.859118,-0.004193,-3.226233,4.772699,-3.579164,-6.281759,0.121286,-0.859118,-0.003193
24.857695,-0.100023,-0.168569,-0.022693,-0.017238,-0.064053,-0.004623,0.102904,-0.290373,-0.011467,-0.331747,-0.656831,-0.305885,0.000000,0.000000,0.000000,-0.073227,0.131823,0.020000,-3.533043,4.421854,-3.738768,-6.357885,0.179958,-0.872712,0.003440,-3.533043,4.421854,-3.738768,-6.357885,0.178958,-0.872712,0.002440
24.956123,-0.100098,-0.168295,-0.022672,-0.017275,-0.064063,-0.004411,0.072316,-0.275253,-0.000542,-0.329316,-0.649901,-0.298350,0.000000,0.000000,0.000000,-0.073476,0.131685,0.020000,-2.009639,3.715859,-2.390503,-5.833446,0.399249,-0.822184,-0.009221,-2.009639,3.715859,-2.390503,-5.833446,0.398249,-0.822184,-0.008221
25.043665,-0.100191,-0.168010,-0.022633,-0.017311,-0.064064,-0.004198,0.091100,-0.286561,-0.017134,-0.331726,-0.659580,-0.297825,0.000000,0.000000,0.000000,-0.073724,0.131546,0.020000,-1.584866,3.023027,-1.904583,-6.174583,0.257943,-0.885828,0.014608,-1.585866,3.022027,-1.905583,-6.174537,0.256943,-0.884828,0.013608
25.131914,-0.100280,-0.167732,-0.022607,-0.017348,-0.064068,-0.003992,0.087232,-0.280133,-0.004156,-0.332390,-0.654118,-0.292111,0.000000,0.000000,0.000000,-0.073972,0.131407,0.020000,-0.939483,3.147633,-1.429646,-5.749342,0.358016,-0.811688,-0.003208,-0.939483,3.147633,-1.429646,-5.749342,0.358016,-0.811688,-0.002208
25.226748,-0.100403,-0.167446,-0.022560,-0.017379,-0.064065,-0.003782,0.121987,-0.288927,-0.022329,-0.338254,-0.661707,-0.292405,0.000000,0.000000,0.000000,-0.074219,0.131267,0.020000,-1.287809,3.710147,-1.831364,-5.975569,0.235808,-0.826948,0.021309,-1.287809,3.710147,-1.831364,-5.975569,0.234808,-0.825949,0.020309
25.322480,-0.100533,-0.167168,-0.022519,-0.017407,-0.064064,-0.003577,0.128715,-0.280547,-0.016614,-0.342213,-0.659175,-0.288009,0.000000,0.000000,0.000000,-0.074466,0.131127,0.020000,-1.001997,4.541423,-1.796986,-5.553736,0.314032,-0.740499,0.013728,-1.002997,4.541423,-1.797986,-5.553736,0.313032,-0.739499,0.012728
25.413196,-0.100684,-0.166885,-0.022471,-0.017439,-0.064060,-0.003370,0.149628,-0.286419,-0.020731,-0.340602,-0.661060,-0.288896,0.000000,0.000000,0.000000,-0.074713,0.130987,0.020000,-1.038853,4.246148,-1.757540,-5.988567,0.352269,-0.849204,0.020763,-1.039853,4.246148,-1.758540,-5.988567,0.351269,-0.848204,0.019763
25.500226,-0.100865,-0.166592,-0.022417,-0.017469,-0.064053,-0.003162,0.180352,-0.296244,-0.024309,-0.341905,-0.663769,-0.286833,0.000000,0.000000,0.000000,-0.074960,0.130845,0.020000,-1.159268,4.291786,-1.847897,-6.038682,1.144237,-0.862823,0.025355,-1.160268,4.291786,-1.848897,-6.038682,1.143237,-0.861823,0.024355
25.598129,-0.101080,-0.166294,-0.022364,-0.017502,-0.064043,-0.002961,0.213129,-0.302524,-0.019485,-0.341758,-0.665812,-0.278964,0.000000,0.000000,0.000000,-0.075207,0.130704,0.020000,-0.683210,3.901425,-1.451997,-5.461103,-2.329962,-0.816956,0.019772,-0.684210,3.901425,-1.452997,-5.461103,-2.328962,-0.815956,0.018772
25.687704,-0.101320,-0.165978,-0.022295,-0.017534,-0.064025,-0.002759,0.239603,-0.320350,-0.033085,-0.342607,-0.672769,-0.276843,0.000000,0.000000,0.000000,-0.075453,0.130562,0.020000,-1.131439,3.319078,-1.655618,-5.616476,-1.516271,-0.851016,0.037834,-1.132439,3.319078,-1.656618,-5.616476,-1.515271,-0.850016,0.036834
25.782462,-0.101533,-0.165671,-0.022247,-0.017570,-0.064020,-0.002566,0.211462,-0.310886,-0.014404,-0.339788,-0.660343,-0.270253,0.000000,0.000000,0.000000,-0.075699,0.130420,0.020000,-1.022457,3.383466,-1.630097,-5.079561,-3.898070,-0.747925,0.009235,-1.023457,3.383466,-1.630097,-5.079561,-3.898070,-0.746925,0.008235
25.870973,-0.101722,-0.165370,-0.022194,-0.017607,-0.064018,-0.002375,0.188681,-0.304652,-0.022331,-0.340913,-0.655161,-0.269872,0.000000,0.000000,0.000000,-0.075945,0.130277,0.020000,-2.516384,4.117584,-2.881561,-5.154836,0.712198,-0.726146,0.018335,-2.516384,4.117584,-2.881561,-5.154836,0.712198,-0.726146,0.017335
25.962793,-0.101889,-0.165083,-0.022155,-0.017644,-0.064024,-0.002190,0.164969,-0.290195,-0.010674,-0.342049,-0.646625,-0.265572,0.000000,0.000000,0.000000,-0.076190,0.130133,0.020000,-1.729716,4.562119,-2.374064,-4.774672,0.401087,-0.636536,0.002233,-1.729716,4.562119,-2.374064,-4.774672,0.400087,-0.636536,0.001233
26.051755,-0.102071,-0.164791,-0.022111,-0.017683,-0.064028,-0.002002,0.179864,-0.295177,-0.014154,-0.340999,-0.647829,-0.267243,0.000000,0.000000,0.000000,-0.076435,0.129989,0.020000,-1.680280,4.354290,-2.284925,-5.254981,0.595065,-0.738319,0.008012,-1.680280,4.354290,-2.284925,-5.254981,0.595065,-0.738319,0.007012
26.143587,-0.102287,-0.164490,-0.022053,-0.017719,-0.064025,-0.001813,0.215053,-0.305457,-0.024592,-0.345056,-0.655299,-0.267098,0.000000,0.000000,0.000000,-0.076680,0.129845,0.020000,-1.117451,4.353818,-1.923185,-5.487728,-3.672324,-0.774797,0.022110,-1.117451,4.353818,-1.923185,-5.487728,-3.672324,-0.774797,0.021110
26.252539,-0.102487,-0.164203,-0.022006,-0.017757,-0.064024,-0.001630,0.198685,-0.290999,-0.015524,-0.343807,-0.650740,-0.261001,0.000000,0.000000,0.000000,-0.076925,0.129700,0.020000,-0.541495,4.182099,-1.291652,-5.043289,4.028102,-0.737327,0.011522,-0.541495,4.182099,-1.291652,-5.043289,4.028102,-0.737327,0.010522
26.361894,-0.102712,-0.163898,-0.021943,-0.017795,-0.064013,-0.001447,0.225005,-0.309362,-0.028628,-0.345245,-0.661410,-0.259490,0.000000,0.000000,0.000000,-0.077169,0.129555,0.020000,-0.161698,3.111425,-0.853294,-5.281312,-1.487739,-0.805354,0.031691,-0.162698,3.111425,-0.854294,-5.281312,-1.486739,-0.804354,0.030691
26.456775,-0.102914,-0.163602,-0.021899,-0.017836,-0.064010,-0.001272,0.200122,-0.300038,-0.012554,-0.343621,-0.652179,-0.252909,0.000000,0.000000,0.000000,-0.077413,0.129409,0.020000,0.347203,3.032422,-0.541903,-4.758332,-7.129553,-0.698706,0.004052,0.346203,3.032422,-0.542903,-4.758332,-7.129553,-0.697706,0.003052
26.556941,-0.103097,-0.163310,-0.021845,-0.017876,-0.064008,-0.001099,0.181869,-0.295150,-0.023705,-0.345529,-0.650368,-0.252640,0.000000,0.000000,0.000000,-0.077657,0.129263,0.020000,-0.847821,3.519388,-1.442267,-4.854518,0.810848,-0.696961,0.022457,-0.848821,3.519388,-1.443267,-4.854518,0.809848,-0.695961,0.021457
26.647702,-0.103263,-0.163030,-0.021805,-0.017916,-0.064012,-0.000933,0.164150,-0.283453,-0.012071,-0.347133,-0.643763,-0.247613,0.000000,0.000000,0.000000,-0.077900,0.129117,0.020000,-0.356010,3.939811,-1.157489,-4.390417,0.530930,-0.594275,0.006131,-0.357010,3.939811,-1.158489,-4.390417,0.529930,-0.593275,0.005131
26.752213,-0.103449,-0.162741,-0.021758,-0.017957,-0.064012,-0.000763,0.185335,-0.291753,-0.016490,-0.346519,-0.646844,-0.248799,0.000000,0.000000,0.000000,-0.078144,0.128970,0.020000,-0.444250,3.663231,-1.153630,-4.806513,1.087556,-0.690415,0.013116,-0.445250,3.663231,-1.154630,-4.806513,1.086556,-0.689415,0.012116
26.849769,-0.103680,-0.162439,-0.021697,-0.017995,-0.064003,-0.000592,0.230386,-0.307265,-0.026186,-0.350866,-0.655517,-0.248109,0.000000,0.000000,0.000000,-0.078387,0.128822,0.020000,-0.322445,3.709221,-1.116277,-4.959305,-1.466619,-0.718411,0.026633,-0.323445,3.709221,-1.117277,-4.959305,-1.465619,-0.717411,0.025633
26.949045,-0.103909,-0.162144,-0.021645,-0.018035,-0.063995,-0.000426,0.227747,-0.298534,-0.018778,-0.350349,-0.653130,-0.241977,0.000000,0.000000,0.000000,-0.078629,0.128674,0.020000,0.061712,3.592040,-0.788158,-4.461570,-1.450130,-0.675443,0.018321,0.060712,3.591040,-0.789158,-4.460570,-1.449130,-0.674443,0.017321
27.048371,-0.104126,-0.161847,-0.021583,-0.018076,-0.063984,-0.000262,0.216682,-0.302121,-0.028746,-0.349688,-0.655918,-0.241261,0.000000,0.000000,0.000000,-0.078872,0.128526,0.020000,-0.244157,2.914428,-0.888074,-4.698253,-2.131422,-0.728442,0.031803,-0.245157,2.913429,-0.889074,-4.698253,-2.130422,-0.727442,0.030803
27.143049,-0.104281,-0.161571,-0.021550,-0.018124,-0.063989,-0.000109,0.152247,-0.277880,-0.006150,-0.344516,-0.638518,-0.235446,0.000000,0.000000,0.000000,-0.079114,0.128377,0.020000,-0.335512,2.969739,-0.925118,-4.179837,0.418889,-0.631691,0.000310,-0.336512,2.969739,-0.926118,-4.179837,0.417889,-0.630691,-0.000690
27.238818,-0.104429,-0.161295,-0.021508,-0.018172,-0.063995,0.000044,0.147522,-0.279357,-0.015643,-0.346439,-0.637901,-0.235077,0.000000,0.000000,0.000000,-0.079356,0.128227,0.020000,-1.155408,3.308797,-1.648178,-4.283529,0.364955,-0.620281,0.011263,-1.155408,3.308797,-1.648178,-4.283529,0.363955,-0.620281,0.010263
27.343632,-0.104578,-0.161025,-0.021473,-0.018218,-0.064003,0.000192,0.146541,-0.272648,-0.008880,-0.349477,-0.634294,-0.230782,0.000000,0.000000,0.000000,-0.079597,0.128078,0.020000,-0.394337,3.762155,-1.150841,-3.894195,0.453931,-0.527707,0.001773,-0.395337,3.762155,-1.150841,-3.894195,0.452931,-0.527707,0.000773
27.436944,-0.104745,-0.160748,-0.021430,-0.018265,-0.064006,0.000344,0.165975,-0.279463,-0.014918,-0.349232,-0.637698,-0.232787,0.000000,0.000000,0.000000,-0.079839,0.127927,0.020000,-0.476890,3.552915,-1.168173,-4.358400,0.477898,-0.633937,0.011332,-0.477890,3.552915,-1.168173,-4.358400,0.476898,-0.633937,0.010332
27.531885,-0.104939,-0.160464,-0.021375,-0.018308,-0.064004,0.000497,0.193265,-0.288563,-0.023717,-0.352725,-0.643763,-0.232597,0.000000,0.000000,0.000000,-0.080080,0.127777,0.020000,-0.396775,3.597335,-1.097216,-4.545120,1.433454,-0.665673,0.023584,-0.396775,3.597335,-1.097216,-4.545120,1.433454,-0.665673,0.022584
27.626837,-0.105161,-0.160174,-0.021325,-0.018353,-0.063996,0.000646,0.221084,-0.293338,-0.016996,-0.353662,-0.647362,-0.226002,0.000000,0.000000,0.000000,-0.080320,0.127625,0.020000,0.674163,3.076214,-0.191153,-4.061840,-1.470251,-0.633554,0.016536,0.673163,3.076214,-0.192153,-4.061840,-1.470251,-0.632554,0.015536
27.731153,-0.105406,-0.159870,-0.021257,-0.018395,-0.063979,0.000796,0.244979,-0.309833,-0.032770,-0.356187,-0.656981,-0.225202,0.000000,0.000000,0.000000,-0.080561,0.127474,0.020000,0.393186,2.472642,-0.269097,-4.283146,-1.108960,-0.684698,0.038158,0.392186,2.472642,-0.270097,-4.283146,-1.107960,-0.683698,0.037158
27.832994,-0.105622,-0.159576,-0.021209,-0.018442,-0.063970,0.000937,0.213827,-0.297555,-0.014507,-0.353629,-0.647019,-0.219411,0.000000,0.000000,0.000000,-0.080801,0.127322,0.020000,0.615277,2.399620,-0.093112,-3.794250,-1.918594,-0.597175,0.012483,0.614277,2.399620,-0.094112,-3.794250,-1.918594,-0.596175,0.011483
27.933902,-0.105813,-0.159289,-0.021156,-0.018489,-0.063965,0.001077,0.190475,-0.290819,-0.022414,-0.354987,-0.643206,-0.219272,0.000000,0.000000,0.000000,-0.081041,0.127169,0.020000,-0.726855,2.997962,-1.232612,-3.859761,0.916919,-0.572919,0.021533,-0.726855,2.997962,-1.232612,-3.859761,0.916919,-0.572919,0.020533
28.035761,-0.105983,-0.159015,-0.021118,-0.018536,-0.063966,0.001211,0.168264,-0.276810,-0.010564,-0.355958,-0.635960,-0.215115,0.000000,0.000000,0.000000,-0.081280,0.127016,0.020000,-0.207178,3.384345,-0.918078,-3.466716,0.511883,-0.482678,0.005292,-0.208178,3.384345,-0.918078,-3.466716,0.510883,-0.481678,0.004292
28.131507,-0.106170,-0.158734,-0.021074,-0.018585,-0.063964,0.001348,0.185975,-0.284266,-0.014233,-0.355044,-0.638160,-0.216871,0.000000,0.000000,0.000000,-0.081519,0.126863,0.020000,-0.498766,3.191390,-1.100610,-3.878766,0.731343,-0.580783,0.011196,-0.498766,3.191390,-1.100610,-3.878766,0.731343,-0.580783,0.010196
28.232589,-0.106393,-0.158441,-0.021016,-0.018630,-0.063954,0.001488,0.221649,-0.297093,-0.024268,-0.359072,-0.645164,-0.216889,0.000000,0.000000,0.000000,-0.081758,0.126709,0.020000,-0.451679,3.289251,-1.142571,-4.056761,-2.217844,-0.611901,0.024539,-0.452679,3.289251,-1.142571,-4.056761,-2.217844,-0.610901,0.023539
28.328632,-0.106602,-0.158160,-0.020969,-0.018679,-0.063948,0.001621,0.208465,-0.284538,-0.015296,-0.357576,-0.640882,-0.211295,0.000000,0.000000,0.000000,-0.081997,0.126554,0.020000,0.080656,3.082771,-0.438307,-3.741650,10.109409,-0.561735,0.004187,0.079656,3.082771,-0.439307,-3.741650,10.109409,-0.561734,0.003187
28.436585,-0.106840,-0.157861,-0.020905,-0.018726,-0.063931,0.001755,0.237131,-0.304500,-0.028857,-0.359189,-0.651167,-0.210240,0.000000,0.000000,0.000000,-0.082236,0.126400,0.020000,0.422558,2.081910,-0.158674,-3.827387,-1.121076,-0.641957,0.033753,0.421558,2.081910,-0.159674,-3.827387,-1.121076,-0.641541,0.032753
28.537116,-0.107057,-0.157569,-0.020860,-0.018778,-0.063921,0.001882,0.215622,-0.295325,-0.012741,-0.357599,-0.642346,-0.204748,0.000000,0.000000,0.000000,-0.082474,0.126244,0.020000,0.468697,2.191814,-0.169142,-3.339211,-2.264429,-0.546816,0.010471,0.467697,2.191814,-0.170142,-3.339211,-2.264429,-0.545816,0.009471
28.649436,-0.107259,-0.157282,-0.020805,-0.018827,-0.063913,0.002008,0.201398,-0.291203,-0.023674,-0.360089,-0.641000,-0.205325,0.000000,0.000000,0.000000,-0.082711,0.126089,0.020000,-1.027929,2.868497,-1.432198,-3.467272,1.500606,-0.534166,0.023733,-1.027929,2.868497,-1.432198,-3.467272,1.500606,-0.534166,0.022733
28.762231,-0.107446,-0.157005,-0.020763,-0.018876,-0.063909,0.002129,0.185211,-0.280031,-0.011681,-0.361394,-0.635132,-0.201104,0.000000,0.000000,0.000000,-0.082949,0.125933,0.020000,-0.118892,3.076014,-0.775496,-3.090122,0.731587,-0.447099,0.007734,-0.119892,3.076014,-0.775496,-3.090122,0.731587,-0.446099,0.006734
28.867539,-0.107656,-0.156718,-0.020715,-0.018927,-0.063901,0.002254,0.209001,-0.290338,-0.016124,-0.361252,-0.638968,-0.202963,0.000000,0.000000,0.000000,-0.083186,0.125776,0.020000,-0.252303,2.825475,-0.652833,-3.633477,9.578838,-0.535568,0.005198,-0.253303,2.825475,-0.653833,-3.633477,9.578838,-0.534568,0.004198
28.969845,-0.107924,-0.156411,-0.020649,-0.018972,-0.063880,0.002383,0.267690,-0.313046,-0.029098,-0.367040,-0.650887,-0.202729,0.000000,0.000000,0.000000,-0.083423,0.125619,0.020000,0.209887,2.714645,-0.468429,-3.694254,-1.024792,-0.590506,0.032861,0.208887,2.714645,-0.469429,-3.694254,-1.023792,-0.589506,0.031861
29.067227,-0.108203,-0.156105,-0.020587,-0.019018,-0.063858,0.002507,0.278487,-0.310452,-0.022646,-0.367800,-0.651460,-0.197092,0.000000,0.000000,0.000000,-0.083660,0.125462,0.020000,0.741348,2.537696,-0.006828,-3.234091,-0.981060,-0.550909,0.025802,0.740348,2.537696,-0.007828,-3.234091,-0.980060,-0.549909,0.024802
29.166540,-0.108485,-0.155791,-0.020515,-0.019064,-0.063829,0.002630,0.281439,-0.319715,-0.033584,-0.368553,-0.657132,-0.196712,0.000000,0.000000,0.000000,-0.083896,0.125304,0.020000,0.425663,1.878734,-0.109511,-3.449755,-1.060585,-0.604408,0.040896,0.424663,1.878734,-0.110511,-3.449755,-1.060585,-0.603408,0.039896
29.267668,-0.108723,-0.155493,-0.020468,-0.019116,-0.063812,0.002745,0.236464,-0.301983,-0.011750,-0.364307,-0.643997,-0.191141,0.000000,0.000000,0.000000,-0.084132,0.125145,0.020000,0.370659,1.859649,-0.148872,-2.940213,-1.076420,-0.509181,0.010651,0.370657,1.859649,-0.149872,-2.940213,-1.076420,-0.509181,0.009651
29.381172,-0.108950,-0.155196,-0.020413,-0.019167,-0.063797,0.002860,0.226611,-0.300849,-0.020831,-0.366523,-0.642408,-0.191328,0.000000,0.000000,0.000000,-0.084368,0.124986,0.020000,-1.286833,2.547660,-1.634719,-3.001621,-1.971676,-0.483915,0.020200,-1.286833,2.547660,-1.634719,-3.001621,-1.971676,-0.482915,0.019200
29.480883,-0.109123,-0.154928,-0.020377,-0.019220,-0.063794,0.002967,0.170707,-0.270987,-0.008029,-0.365510,-0.629132,-0.188223,0.000000,0.000000,0.000000,-0.084603,0.124827,0.020000,-1.255531,3.203482,-1.711537,-2.639095,0.413647,-0.388079,0.003107,-1.255531,3.203482,-1.711537,-2.639095,0.412647,-0.387079,0.002107
